,C0,C2,C3,C4,C7,C8,C10,C12,C14,C15,C17,C18,C19,C20,C22,C26,C29
Trondheim/audio/10,,0.005869840000023885,0.00989272000003183,0.00975400000002935,0.007907040000034726,0.007907040000034726,0.008366800000025876,0.005453680000016448,0.006979600000022401,0.00711832000002488,0.00975400000002935,,0.004621360000022889,0.008505520000028355,0.00711832000002488,0.000598080000003165,
Trondheim/video,0.014057600000008108,0.010848800000006875,0.011001600000007272,0.017214560000009982,0.012835200000004932,0.012835200000004932,0.015634800000007942,0.010390400000005684,0.013206240000009473,0.012224000000006896,0.017214560000009982,0.014057600000008108,0.009473600000006854,0.013752000000007314,0.012224000000006896,0.008862400000005266,0.013752000000007314
Trondheim/video/01,0.0113706399999991,0.006776720000001291,0.006837839999999318,0.010068399999999755,0.007309679999998764,0.007309679999998764,0.009042480000001518,0.0062266399999977295,0.0077600800000023895,0.008011119999999039,0.010068399999999755,0.0113706399999991,0.004103680000003607,0.009796240000000012,0.008060239999998942,0.0004896000000016443,0.009796240000000012
Trondheim/video/02,0.012644239999998419,0.006648480000000845,0.008111439999998638,0.011341999999999075,0.008583279999998084,0.008583279999998084,0.010316080000000838,0.007500239999997049,0.00903368000000171,0.009283119999997425,0.011341999999999075,0.012644239999998419,0.005374080000001058,0.009385839999998424,0.009333839999998261,0.0006686399999988879,0.011069839999999331
Trondheim/video/03,0.014161520000000039,0.008730240000009104,0.009628720000000257,0.013652640000001881,0.012309520000005847,0.012309520000005847,0.012157440000001074,0.009017519999998669,0.010662240000000267,0.01084456000000067,0.013652640000001881,0.014161520000000039,0.007235040000008297,0.011123920000001064,0.010971120000000667,0.0008138400000028412,0.012587120000000951
Trondheim/video/04,0.009912239999998462,0.005873120000000398,0.009912239999998462,0.00977295999999761,0.007938960000004158,0.007938960000004158,0.008380159999997971,0.005455279999997842,0.006987359999998333,0.007126639999999185,0.00977295999999761,0.009912239999998462,0.004619600000001611,0.008519439999998824,0.007126639999999185,0.0005984000000012202,0.008519439999998824
Trondheim/video/05,0.010382879999998096,0.00618367999999947,0.010382879999998096,0.01023807999999704,0.008253600000006855,0.008253600000006855,0.008790079999997147,0.005749279999996304,0.007342079999997253,0.007486879999998308,0.01023807999999704,0.010382879999998096,0.004880480000000631,0.008934879999998202,0.007486879999998308,0.0006323199999940243,0.008934879999998202
Trondheim/video/06,0.030870719999992247,0.005451679999993075,0.009782079999986593,0.009008799999993045,0.007241279999988137,0.007241279999988137,0.007738399999993817,0.0050705599999965045,0.006467999999994589,0.006595039999993446,0.009008799999993045,0.030870719999992247,0.004308319999992705,0.02960031999999302,0.02832991999999379,0.0005740800000069157,0.02960031999999302
Trondheim/video/07,0.030851279999996706,0.0054430399999993995,0.00977591999999916,0.008997920000002324,0.007236719999998087,0.007236719999998087,0.007728320000001787,0.00506216000000137,0.00645872000000125,0.006585680000000593,0.008997920000002324,0.030851279999996706,0.004300399999998206,0.02958167999999617,0.028312079999995632,0.000572800000000484,0.02958167999999617
Trondheim/video/08,0.009806800000006888,0.0057932000000029404,0.009806800000006888,0.009668400000006017,0.007888800000014129,0.007888800000014129,0.00828440000000441,0.005378000000000327,0.006900400000002804,0.0070388000000036754,0.009668400000006017,0.009806800000006888,0.0045476000000022054,0.008422800000005282,0.0070388000000036754,0.0005871999999982336,0.008422800000005282
Trondheim/video/09,0.03176496000000384,0.005244319999999192,0.01006544000000531,0.008904479999994663,0.007451040000006515,0.007451040000006515,0.007597279999995266,0.004852159999995109,0.006290079999995868,0.006420799999997229,0.008904479999994663,0.03176496000000384,0.004067840000001155,0.03045776000000444,0.029150560000005044,0.0005177599999939275,0.03045776000000444
Trondheim/video/10,0.009726720000010403,0.005578560000010668,0.009726720000010403,0.00958368000000931,0.008153280000009033,0.008153280000009033,0.008153280000009033,0.005149440000007388,0.006722880000008757,0.006865920000009851,0.00958368000000931,0.009726720000010403,0.004291200000011486,0.008296320000010127,0.006865920000009851,0.0005199999999945248,0.008296320000010127
