,C0,C1,C6,C7,C8,C10,C12,C13,C14,C15,C16,C20,C21,C23,C26,C27,C28,C29
Trondheim/audio/10,,0.004626480000013089,0.027756000000003667,0.004501440000012735,0.006752160000019103,0.003126000000008844,,,,0.029259360000011725,0.005751840000016273,,0.008252640000023348,0.0007502400000021225,,,0.029259360000011725,0.0043764000000123815
Trondheim/video,0.009615200000006041,0.008826800000004908,0.04631688000000267,0.008689440000004822,,0.005357040000003366,0.006868000000004315,,,0.036125680000004934,0.010302000000006473,,0.014061200000005769,0.0052196800000032795,,0.04769048000000353,0.036125680000004934,0.008711280000005317
Trondheim/video/01,,0.006128079999999869,0.05380703999999881,0.006000880000000208,,0.0035868000000007783,0.005471760000000714,,,0.04361584000000107,0.00634416000000293,,0.010103360000002226,0.0007631999999979655,,,0.04361584000000107,0.006043040000001554
Trondheim/video/02,,0.008568959999999848,0.06656743999999826,0.008440000000000225,,0.001158719999997615,0.007907360000000807,,,0.05837200000000031,0.007498160000002585,,0.011257360000001881,0.0010113599999979073,,,0.05837200000000031,0.007197040000001209
Trondheim/video/03,,0.009847359999998417,0.07938263999999862,0.009719199999999262,,0.0013059199999982951,0.009188160000000778,,,0.09840384000000135,0.003809359999999984,,0.00756855999999928,0.0011585599999985874,,,0.09840384000000135,0.00847784000000118
Trondheim/video/04,,0.005667840000006308,0.03353472000000224,0.0055104000000056885,0.008344320000006178,0.0010824799999991086,0.00519552000000445,,,0.03638064000000263,0.006927360000005933,,0.010076160000007661,0.0009278399999992359,,,0.03638064000000263,0.0037785600000042052
Trondheim/video/05,,0.004706400000010547,0.02722080000000915,0.004579200000009109,0.0068688000000065585,0.00318000000000751,,0.028620000000010748,0.02989200000001091,0.03093679999999921,0.006029759999989892,0.008770559999987881,0.008770559999987881,0.0007632000000086236,0.008770559999987881,,0.03093679999999921,0.004452000000007672
Trondheim/video/06,,0.005120800000010917,0.029617600000001687,0.0049824000000100455,0.0074736000000115155,0.003460000000007568,0.004705600000008303,,,0.03277016000000188,0.0062656000000060885,,0.009113600000006272,0.000830400000005227,,,0.03277016000000188,0.004844000000009174
Trondheim/video/07,,0.004587999999994707,0.027350800000000675,0.0044639999999951385,0.006695999999994484,0.003099999999996328,,,,0.029015999999995046,0.00570399999999438,,0.008183999999992864,0.0007439999999974134,,,0.029015999999995046,0.00433999999999557
Trondheim/video/08,,0.004638319999983764,0.026827039999993474,0.004512959999985355,0.0067694399999851385,0.003133999999988646,,,,0.029334239999990075,0.005766559999983656,,0.008273759999980257,0.0007521599999904538,,,0.029334239999990075,0.004387599999986946
Trondheim/video/09,,0.005330959999991336,0.030833119999993386,0.00518687999999301,0.007780319999998397,0.003601999999993666,0.004898719999996359,,,0.033714719999995424,0.0066276799999940295,,0.009509279999996068,0.0008644799999899533,,,0.033714719999995424,0.005042799999994685
Trondheim/video/10,,0.004665600000006265,0.027604800000002427,0.0045360000000052025,0.007322479999988474,0.0009671199999914393,,,,0.03106911999999795,0.005702400000004104,,0.008294400000004032,0.0008289599999926622,,,0.03106911999999795,0.0031104000000041765
